seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,tx_ids
1,23019443,23083689,64247,+,ENSG00000004487,3663.7542062099496,0.18533816920037052,0.011050998072489939,3.322049391898204e-63,1.0078978849532316e-62,KDM1A,
3,49940007,50100045,160039,+,ENSG00000004534,6188.699048158103,-0.004112828159006901,0.021508204553630794,0.8474602104955461,0.8594266071419109,RBM6,
17,3860315,3894891,34577,-,ENSG00000004660,849.7731232426614,-1.5313931492016972,0.06227841112933458,2.7717623464048987e-139,1.6242491165045677e-138,CAMKK1,
12,21468910,21501669,32760,-,ENSG00000004700,6523.567783095189,0.7934523563979591,0.023580069709066877,5.3631683841597744e-250,6.719866597179954e-249,RECQL,
7,93232340,93361123,128784,+,ENSG00000004766,1287.967757635788,-0.8219707928978889,0.03536378574251122,2.3554415163115585e-121,1.2045557512211346e-120,VPS50,
19,35754566,35758079,3514,-,ENSG00000004776,576.262167281425,-3.0598974394358174,0.07042246841321671,0,0,HSPB6,
19,35774532,35788822,14291,+,ENSG00000004777,85.84538834668396,-2.3104697431712298,0.10137467843684729,1.1927195062448516e-125,6.294908505181161e-125,ARHGAP33,
16,23581014,23596316,15303,-,ENSG00000004779,576.7706470826735,0.3365988245324196,0.022005942718759386,3.465529080012311e-53,9.499782386507028e-53,NDUFAB1,
7,95583499,95596516,13018,-,ENSG00000004799,22703.168752187095,-4.961919039540505,0.1099700098683587,0,0,PDK4,
3,50341110,50345732,4623,-,ENSG00000004838,30.46793173381568,-0.9194129181308175,0.10405329822696228,3.258810608175451e-20,5.823822481316834e-20,ZMYND10,
7,20615207,20777038,161832,+,ENSG00000004846,14.462488352408077,-0.14651864982874474,0.09081790227166055,0.09832160049792991,0.10986149336861856,ABCB5,
7,96120220,96322147,201928,-,ENSG00000004864,1925.8335822011936,-0.40922534659381077,0.022064411646549143,3.1478795630688056e-77,1.0915445645983083e-76,SLC25A13,
7,116953238,117230103,276866,+,ENSG00000004866,1882.6379973968074,0.2510842878467589,0.027054914650432353,1.1315085962477352e-20,2.0371239191444985e-20,ST7,
17,47117703,47189422,71720,-,ENSG00000004897,6931.696689398526,0.453941303070091,0.017367701257945217,3.776552706914445e-151,2.4295236063292318e-150,CDC27,
17,44248390,44268141,19752,-,ENSG00000004939,15.53848430563582,0.22526498225509564,0.07927287554325717,0.0039711976533486635,0.00476974070947055,SLC4A1,
7,93424487,93574730,150244,-,ENSG00000004948,5.292438345188334,-0.6538111301901977,0.12751407209514193,1.8738259613193962e-7,2.601449403501876e-7,CALCR,
X,11111301,11123086,11786,+,ENSG00000004961,891.9317097362418,0.5224960056417184,0.022301421710961986,4.899653467366171e-122,2.521446775768404e-121,HCCS,
17,7225342,7234517,9176,-,ENSG00000004975,2084.9837014358664,-0.48781565025309576,0.019164932985934847,1.5705620512125329e-143,9.517192585056034e-143,DVL2,
19,18831938,18868236,36299,+,ENSG00000005007,3147.013666382278,-0.2639579186651316,0.022796630077776246,3.398489992493332e-31,7.13766379871538e-31,UPF1,
7,26667068,26995239,328172,-,ENSG00000005020,3826.974004570622,0.05762611608948463,0.01771433760257167,0.0011177420500137483,0.0013717743341077819,SKAP2,
X,119468422,119471396,2975,+,ENSG00000005022,4896.695691357637,0.1141694656748658,0.021149406948885844,6.189149318906214e-8,8.697360571414345e-8,SLC25A5,
4,109560209,109688719,128511,+,ENSG00000005059,651.5277785311578,0.0022732177759090645,0.03255326575398045,0.9439977343956978,0.9483287260714347,MCUB,
7,27181510,27185223,3714,-,ENSG00000005073,1238.6239020002297,-0.5248703297673981,0.042539189689592416,9.398650004471921e-36,2.103624542885731e-35,HOXA11,
7,102473118,102478907,5790,-,ENSG00000005075,1053.354589697226,-0.3186321931218153,0.01627925806150622,9.533327702430678e-86,3.5854817531869045e-85,POLR2J,
17,5440917,5468982,28066,-,ENSG00000005100,1368.6921562582968,0.16218379022678936,0.02248388149407035,4.670790045323109e-13,7.350046911812131e-13,DHX33,
17,43640389,43661922,21534,-,ENSG00000005102,7.185998370153874,1.4552370618859263,0.1276057680617533,5.79692028578253e-32,1.2303038266102284e-31,MEOX1,
7,11370365,11832198,461834,-,ENSG00000005108,229.08680401673263,-1.2569310446968918,0.08424963477871024,3.1838009409987566e-54,8.806831905042779e-54,THSD7A,
17,34980494,35009743,29250,+,ENSG00000005156,2247.936557482071,0.15594509257660835,0.028092629446232194,2.431490198404092e-8,3.4511783804225674e-8,LIG3,
12,47661249,47706030,44782,-,ENSG00000005175,2004.8131069947494,0.4009211762721084,0.020150358165107286,2.9767550222409766e-88,1.1489173779952006e-87,RPAP3,
16,20610243,20797581,187339,+,ENSG00000005187,86.51791237396361,-1.3119183431750647,0.06809410714296023,4.498156940563923e-86,1.6995877076562552e-85,ACSM3,
16,20806429,20849668,43240,+,ENSG00000005189,193.36975756791807,-1.04343724351732,0.05028640141050304,5.510167153793303e-98,2.3224190433417548e-97,REXO5,
16,57428187,57447420,19234,-,ENSG00000005194,1230.927669126491,0.22758282394627388,0.02499471821383696,6.313598675013047e-20,1.1229387242185167e-19,CIAPIN1,
19,2328615,2355095,26481,+,ENSG00000005206,343.58529762377157,-0.5725349130699249,0.03385813752935881,6.507054299422847e-65,2.0043602667033318e-64,SPPL2B,
9,35104112,35116341,12230,-,ENSG00000005238,1863.3914637913474,1.1617591763621644,0.04031549771181458,2.065653829823115e-186,1.697428581898125e-185,FAM214B,
17,48026167,48038030,11864,-,ENSG00000005243,1444.2888281657383,-1.5732784674275484,0.04160387755983749,0,0,COPZ2,
7,107044705,107161811,117107,+,ENSG00000005249,5506.781581338567,1.270772387441137,0.126999432096649,4.759333624627826e-28,9.598319131774977e-28,PRKAR2B,
X,11758159,11775772,17614,+,ENSG00000005302,1101.2933272581545,-0.07665984564635388,0.031092844045797863,0.013129629275992875,0.01541102789111931,MSL3,
16,3725054,3880726,155673,-,ENSG00000005339,6182.716203010278,0.060543981928996154,0.022921245422195317,0.008048096918089834,0.009540709108959657,CREBBP,
17,58301228,58328795,27568,-,ENSG00000005379,376.79044283130133,-3.225703322303644,0.09174057389465981,1.812023431832158e-297,2.957716428958764e-296,TSPOAP1,
17,58269856,58280935,11080,-,ENSG00000005381,25.123946120373624,-2.4616032246036443,0.1312256104819496,1.676017968145158e-85,6.283754983931157e-85,MPO,
7,95297676,95324707,27032,-,ENSG00000005421,14.062066596000882,0.21338360601724723,0.11855264753359794,0.0590411389048916,0.06684429340042428,PON1,
2,75652000,75710989,58990,-,ENSG00000005436,578.275054123191,-0.4658882681045992,0.030836628363509203,4.086061538131829e-52,1.1080687950031263e-51,GCFC2,
2,74421678,74425755,4078,+,ENSG00000005448,607.3872890408868,0.5626517794125078,0.034291098118324814,2.8944660155205658e-61,8.622886561916669e-61,WDR54,
7,87345681,87399795,54115,+,ENSG00000005469,984.9001133434066,-0.8523911678235933,0.02902046432546207,1.6844461205123576e-191,1.4320184703503496e-190,CROT,
7,87401697,87480435,78739,-,ENSG00000005471,467.83562372118723,-2.9894038790905175,0.09919080798374613,2.407243621460265e-221,2.4783290839059094e-220,ABCB4,
7,105014190,105115019,100830,+,ENSG00000005483,21176.66295638089,1.4067358928757772,0.022717051706007563,0,0,KMT2E,
7,75842602,75888926,46325,+,ENSG00000005486,1056.6372423391356,-0.16300959001996343,0.02478400475546298,4.087408977013226e-11,6.17600169841559e-11,RHBDD2,
16,981770,986979,5210,+,ENSG00000005513,537.9603302383615,-1.4595444630669496,0.06912235273667136,1.0706983033623087e-104,4.8133169846946054e-104,SOX8,
6,82169986,82247754,77769,-,ENSG00000005700,11769.974457670092,0.8355834380975902,0.03144021178936551,1.2061861264636995e-157,8.163238560367782e-157,IBTK,
11,3339261,3379222,39962,-,ENSG00000005801,985.4288720047691,0.1268876969763513,0.028798533491836413,9.55236917447825e-6,1.2613089316646343e-5,ZNF195,
13,77044657,77327094,282438,-,ENSG00000005810,12387.8739338881,-0.1594138974321319,0.023887474455048515,2.103952750880844e-11,3.197602136623121e-11,MYCBP2,
13,76992598,77027195,34598,-,ENSG00000005812,7161.538469845059,0.15404119474264336,0.01298485856176234,1.6034523545158586e-32,3.430646690339876e-32,FBXL3,
16,30472658,30523185,50528,+,ENSG00000005844,28.567287780700667,0.300849224223839,0.06958128300801522,1.1623862348104482e-5,1.531228528688305e-5,ITGAL,
17,50094737,50112152,17416,+,ENSG00000005882,1278.7544931533068,-0.7310344570606854,0.025154914371313848,4.816709026569464e-187,3.978105362100033e-186,PDK2,
17,50055968,50090481,34514,+,ENSG00000005884,2947.891025587885,-0.852306146467416,0.04462605291301826,2.126550150841716e-83,7.816214525765202e-83,ITGA3,
X,24149173,24216255,67083,+,ENSG00000005889,5954.850889500163,0.5569567559187327,0.021293800012409856,1.166052367777048e-151,7.539240282116276e-151,ZFX,
X,120427827,120469365,41539,-,ENSG00000005893,20670.558550978563,-0.324451465988493,0.017509270527378263,5.9008115003550766e-77,2.0386582737901752e-76,LAMP2,
17,44372180,44389505,17326,-,ENSG00000005961,67.39653917534565,-1.24988608036433,0.0679282576312472,2.879399602136805e-78,1.0083795563948962e-77,ITGA2B,
7,95478444,95540233,61790,+,ENSG00000005981,76.37444813137266,-0.48227486806399433,0.08811674981882833,1.2414459984765211e-8,1.7744119489449083e-8,ASB4,
16,19501693,19522123,20431,-,ENSG00000006007,4666.847693305742,0.058891423940336765,0.024737652017438595,0.016877631428547202,0.019711062332481138,GDE1,
19,18588685,18592336,3652,+,ENSG00000006015,156.28254857635557,-0.9263577459615525,0.047775809446327464,1.4285772027899004e-85,5.360523234293137e-85,REX1BD,
19,18572220,18607741,35522,-,ENSG00000006016,1168.4973313227604,-0.4771303029847924,0.05045933613904989,7.370102995478707e-22,1.3568153315269166e-21,CRLF1,
17,47807372,47821834,14463,-,ENSG00000006025,159.530910580637,-1.5461035132972984,0.06359538052455689,7.858425396087321e-136,4.4878507629372723e-135,AC003665.1,
17,32927910,32945106,17197,+,ENSG00000006042,5071.737713079927,-1.1104496656915137,0.02293512795041739,0,0,TMEM98,
17,7288263,7294639,6377,-,ENSG00000006047,4.333251283996683,-1.435538517837355,0.2239822217162966,4.055656939870068e-12,6.266183663657781e-12,YBX2,
17,45263119,45317029,53911,-,ENSG00000006062,401.50119170895863,-0.7946512533537963,0.05851577221597977,9.736507361538958e-44,2.408306787111613e-43,MAP3K14,
11,17392498,17476879,84382,-,ENSG00000006071,31.16187181086895,-1.43195293977298,0.14688198593367854,3.053932438650014e-25,5.909403700394547e-25,ABCC8,
11,60924463,60937159,12697,+,ENSG00000006118,1624.9518194831664,7.71142600388004,0.11012401725221704,0,0,TMEM132A,
17,35578046,35726413,148368,+,ENSG00000006125,16179.156397626155,-0.3216874818499961,0.013761578410822147,3.8941227769001225e-121,1.9885942678965215e-120,AP2B1,
7,97732084,97740472,8389,+,ENSG00000006128,107.28916300649236,1.0077709330588531,0.08067429421824525,3.5526123200369164e-38,8.228477064791388e-38,TAC1,
16,3263800,3301401,37602,+,ENSG00000006194,1711.6255688306562,0.030028324038079736,0.01530130683360036,0.0494453002960434,0.056278311684022773,ZNF263,
16,57372477,57385044,12568,+,ENSG00000006210,4453.836306068453,4.064831912236145,0.09686324379104383,0,0,CX3CL1,
17,50543058,50555852,12795,+,ENSG00000006282,1291.3072389381666,-1.6195153062523064,0.0415638489647865,0,0,SPATA20,
17,50560715,50627474,66760,+,ENSG00000006283,40.4683128724192,0.8811055275767014,0.08534776260491563,1.7990716502652764e-26,3.548536908767773e-26,CACNA1G,
16,3018445,3022383,3939,+,ENSG00000006327,1292.042001809297,0.8106427454309348,0.05472971684030805,1.5877617341703684e-51,4.279877186162583e-51,TNFRSF12A,
7,97005553,97011040,5488,+,ENSG00000006377,212.84984724762336,-1.6393147893328934,0.05327564601831018,1.2513287400573404e-213,1.2230597456575692e-212,DLX6,
14,70722526,70809534,87009,-,ENSG00000006432,440.75663581876177,0.824852690601552,0.03911452913816031,5.900880460865739e-101,2.565382776630614e-100,MAP3K9,
7,39623565,39708120,84556,+,ENSG00000006451,1116.743312815855,0.10576960456173509,0.018873518384424345,1.9744615753724928e-8,2.808258680751989e-8,RALA,
7,98291650,98401090,109441,-,ENSG00000006453,3081.662121790273,1.5635132567831256,0.06314475509024926,3.521954808264571e-142,2.1078899527463458e-141,BAIAP2L1,
7,140084746,140176983,92238,-,ENSG00000006459,17981.89284663224,1.8124777824109342,0.04958728687634628,8.568823717222939e-302,1.436538093769728e-300,KDM7A,
7,13891229,13991425,100197,-,ENSG00000006468,822.3600782438159,-0.8019188763948655,0.06933110353724466,9.675094133625336e-33,2.0744723569291008e-32,ETV1,
7,141551278,141655244,103967,+,ENSG00000006530,1226.1942548619254,-0.12322127986296409,0.027493812653483905,6.720973237194862e-6,8.921711849314932e-6,AGK,
11,68008578,68029282,20705,+,ENSG00000006534,1023.4459131466105,-0.31326010051751513,0.03934366500774959,8.983675881077107e-16,1.484327785448969e-15,ALDH3B1,
1,54779712,54801323,21612,-,ENSG00000006555,76.17163124887196,-1.5619769678130662,0.08621938182964785,1.6683059600077295e-78,5.861924366328529e-78,TTC22,
7,77798792,77957503,158712,+,ENSG00000006576,6557.7449809779655,-1.007419817134203,0.022072112125274487,0,0,PHTF2,
2,241356285,241494841,138557,+,ENSG00000006607,1304.7308868769314,0.22828076375146,0.024689090446468935,1.713528751991851e-20,3.076025669067555e-20,FARP2,
11,17493895,17544416,50522,-,ENSG00000006611,5.640614801131882,-2.6957935896820877,0.222998905564887,1.755125694125087e-38,4.0804456607556574e-38,USH1C,
7,30496621,30504841,8221,-,ENSG00000006625,641.3721329497666,-0.25660320720456564,0.026430792788631752,1.9284930362721758e-22,3.5829979787113947e-22,GGCT,
7,87876216,87909553,33338,+,ENSG00000006634,531.539359068198,0.09819903542943981,0.0258484322860707,7.630292546907039e-5,9.790045925376294e-5,DBF4,
19,3594506,3606840,12335,-,ENSG00000006638,117.4467035862366,0.08434817322937913,0.04082796476626183,0.03763002134538209,0.04310347899561949,TBXA2R,
7,112422968,112481017,58050,+,ENSG00000006652,5134.479080114696,-0.03937592538819214,0.04206540949108993,0.3437396106279084,0.36704399100946156,IFRD1,
17,14069490,14231736,162247,+,ENSG00000006695,643.1387527602901,-0.11823469309296451,0.0258342601210442,4.387826555945062e-6,5.854891930142211e-6,COX10,
7,74453790,74602604,148815,+,ENSG00000006704,1607.9003338033701,0.018671472281267844,0.028168268543415344,0.5056315399374928,0.5306338359680685,GTF2IRD1,
19,39385629,39391154,5526,-,ENSG00000006712,2622.9049849296516,0.19267646285156223,0.016332031010860726,3.2631148987549573e-32,6.951735643942248e-32,PAF1,
7,38722974,38932394,209421,-,ENSG00000006715,5386.065294734581,-0.6768472877711769,0.01771428431605414,0,0,VPS41,
17,12789498,12991643,202146,+,ENSG00000006740,109.72869923079827,0.12938032951816,0.04912587620000367,0.007790583852488996,0.00924092839211468,ARHGAP44,
17,12991612,13018065,26454,-,ENSG00000006744,1384.002116552051,-0.7491171364858902,0.03402999326266999,6.157204003781504e-109,2.8618327177814367e-108,ELAC2,
7,12570577,12660182,89606,+,ENSG00000006747,10217.460747190567,-1.6494947329381215,0.0547545624471596,3.340807786507255e-207,3.153743628114498e-206,SCIN,
X,2903972,2929349,25378,-,ENSG00000006756,1849.5763332909453,-0.9613095304044161,0.02808631552944154,3.1047873081901306e-259,4.1263105935272977e-258,ARSD,
X,7898247,7927739,29493,-,ENSG00000006757,492.08285208105974,-0.40151685382162394,0.032096812321129986,2.7284774332409918e-36,6.149091541840343e-36,PNPLA4,
12,1688574,1788674,100101,+,ENSG00000006831,5443.799376575951,0.24290612485136834,0.015894783536662117,7.009780572815911e-53,1.9151036242378224e-52,ADIPOR2,
5,134286350,134371047,84698,-,ENSG00000006837,259.670668756186,0.01661717159099141,0.032813774388639666,0.6112336829729079,0.6349630165342838,CDKL3,
19,45079288,45305284,225997,+,ENSG00000007047,802.3724798340336,-0.02236017085459336,0.05990170343312966,0.7021197619781195,0.7234339679970812,MARK4,
19,17933015,17943991,10977,+,ENSG00000007080,272.900032820477,-0.07383581631340094,0.03954340141163964,0.05942740489524231,0.06725616482156165,CCDC124,
19,41549518,41586844,37327,+,ENSG00000007129,4.395005220741138,-3.5978070960904396,0.31181264504651357,7.776522399664648e-35,1.718914929040733e-34,CEACAM21,
17,2593210,2685615,92406,+,ENSG00000007168,9626.218540965436,-0.01761532078644149,0.017152084412415062,0.3033914543069918,0.32568417805106054,PAFAH1B1,
17,27756766,27800499,43734,-,ENSG00000007171,293233.0107734745,7.824404490031941,0.23741967262638738,3.538574865684523e-287,5.48662450029064e-286,NOS2,
17,11598470,11969748,371279,+,ENSG00000007174,35.611281421751904,-0.9200146883561814,0.09997828732875222,8.639316282066457e-22,1.5883567872670819e-21,DNAH9,
17,28614446,28645454,31009,-,ENSG00000007202,11265.97780196321,0.12069183700006379,0.02038373638507858,2.910401999929509e-9,4.2240940836419315e-9,KIAA0100,
17,9910609,10198551,287943,-,ENSG00000007237,19275.399231752697,4.003951549919506,0.07706494096801855,0,0,AC005747.1,
19,45162928,45178237,15310,-,ENSG00000007255,80.98995573975597,-2.215995468019148,0.07827061656122275,8.609997262707977e-185,6.995135785154829e-184,TRAPPC6A,
17,63928740,63932354,3615,-,ENSG00000007312,295.322754451929,-2.3532335304833985,0.06161172680274272,0,0,CD79B,
17,63938554,63972918,34365,-,ENSG00000007314,34.52884608125915,-2.477150120817241,0.13004051972377026,8.33127040778077e-90,3.2597071294770916e-89,SCN4A,
1,112523514,112620825,97312,-,ENSG00000007341,1040.6364151518226,-0.13738831489620149,0.027512739385527542,5.284991012868669e-7,7.239244250538369e-7,ST7L,
11,31784779,31817961,33183,-,ENSG00000007372,31.91170201862979,0.25617149574626347,0.07686914842148529,0.00072338787339258105,8.948280583371541e-4,PAX6,
16,784974,788397,3424,-,ENSG00000007376,65.05014235961201,-0.3877751062058393,0.04524655400358592,6.1838872905674235e-18,1.0644396155894745e-17,RPUSD1,
16,58059,76355,18297,-,ENSG00000007384,951.1597515762816,0.2456569759332957,0.029178439892896937,2.6490428444081525e-17,4.50241994238436e-17,RHBDF1,
16,188969,229463,40495,-,ENSG00000007392,1815.8847487868409,-0.06649940004320523,0.028430616992268416,0.018710373946706493,0.021799024347097205,LUC7L,
3,50362799,50504244,141446,-,ENSG00000007402,177.17662550399353,-0.7130265241771907,0.05913648997948134,9.905082870855831e-35,2.1869867553641964e-34,CACNA2D2,
16,1349240,1351878,2639,-,ENSG00000007520,230.3536475846426,-0.3989699719273689,0.039538050455326386,2.3819749690514344e-24,4.551762512698862e-24,TSR3,
16,566995,584136,17142,+,ENSG00000007541,352.3149012651402,-0.3344200850172895,0.033785301049438735,2.3080578101174658e-23,4.3448498616753095e-23,PIGQ,
16,1612325,1677908,65584,+,ENSG00000007545,2540.201838411095,1.0238209726515368,0.02093351364841306,0,0,CRAMP1,
6,35473597,35497079,23483,-,ENSG00000007866,894.2020589083768,0.3727169115737162,0.029803550405427426,3.0471089064115515e-36,6.862875114728977e-36,TEAD3,
1,169722640,169764705,42066,-,ENSG00000007908,166492.37047871575,11.153103776872099,0.27465810585597633,0,0,SELE,
1,6634168,6701924,67757,-,ENSG00000007923,1726.445522312296,-0.30316436011110337,0.022157407742556118,7.48608947599866e-43,1.835487321337648e-42,DNAJC11,
1,171090901,171117819,26919,+,ENSG00000007933,33.61327837925173,-0.15847765460009727,0.07760367173727922,0.03667780375403911,0.04205031392655464,FMO3,
6,16129086,16148248,19163,+,ENSG00000007944,1463.5214853617106,-0.0898685538485741,0.0362100155233184,0.012337580454875085,0.01449556714221189,MYLIP,
1,23506438,23531233,24796,-,ENSG00000007968,50.92874032484857,-0.7786312698372305,0.07298150438838752,9.804367685663752e-28,1.967118357314702e-27,E2F2,
6,170535120,170553307,18188,-,ENSG00000008018,6690.463949530995,0.1728970928428446,0.01376166442592727,2.7973289729218338e-36,6.302678091204859e-36,PSMB1,
