sample,count,Age,logmu,seqnames,gene_id,start,end,width,strand,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,tx_ids,cluster
CQTL_AM7180_R_CTL_18_1_39,119.80622606990413,39,6.38491886566552,4,ENSG00000120251,157204182,157366075,161894,+,166.2648579851149,0.6760323776626737,0.8483085129258097,29.602278654569773,1.7659670909396084e-5,0.005064917544329951,GRIA2,,+
CQTL_AM7180_R_CTL_18_1_39,126.15565467890231,39,6.041888590121902,X,ENSG00000125355,120258650,120311556,52907,-,131.93451328429626,0.5221706383834899,0.9407963551646789,30.533857640726637,1.1576646921620244e-5,0.003887943368426804,TMEM255A,,+
CQTL_AM7180_R_CTL_18_1_39,569.2378717528223,39,9.308720479628823,X,ENSG00000131080,66595637,66639298,43662,-,864.4683677030816,0.010582051241183454,0.31522514637651033,40.248881525717934,1.330354927852341e-7,1.2082579089183371e-4,EDA2R,,+
CQTL_AM7180_R_CTL_18_1_39,86.47282898725136,39,6.743630097997613,X,ENSG00000133135,106693794,106797016,103223,+,178.45632463782007,0.1908361706914045,0.4109737117620051,30.519307777271706,1.1653365858387165e-5,0.003887943368426804,RNF128,,+
CQTL_AM7180_R_CTL_18_1_39,487.25460064532626,39,8.901050068314385,15,ENSG00000134138,36889204,37101299,212096,-,701.5690059110492,0.15714895317160607,0.32675680598027285,30.799518744353236,1.0260852119346026e-5,0.0036466176184145396,MEIS2,,+
CQTL_AM7180_R_CTL_18_1_39,21.242316171740956,39,5.251907981694583,11,ENSG00000134339,18239223,18248643,9421,-,210.82763819988202,-1.3575056938894348,1.5524460413332357,28.548969436160633,2.842283809913532e-5,0.00714856241914868,SAA2,,+
CQTL_AM7180_R_CTL_18_1_39,3141.7844110823357,39,11.4797519010467,5,ENSG00000134363,53480626,53487134,6509,+,5276.0769874202915,0.8377567965985975,0.40165514617407044,36.56560283784256,7.318634026280993e-7,4.601731886986218e-4,FST,,+
CQTL_AM7180_R_CTL_18_1_39,200.02916996003572,39,6.92134746097154,1,ENSG00000134376,197268204,197478455,210252,+,173.48598469377526,0.24773189342064755,0.5338116282198321,36.67728578076117,6.951198978707148e-7,4.545528036156178e-4,CRB1,,+
CQTL_AM7180_R_CTL_18_1_39,1408.6743902434873,39,10.541662238701027,4,ENSG00000137449,15002674,15070153,67480,+,1739.1832703428418,0.2620680817719052,0.22273705186710055,30.645358582032486,1.1005135910529095e-5,0.0038279140822410564,CPEB2,,+
CQTL_AM7180_R_CTL_18_1_39,64.95797968595735,39,6.255809617202539,4,ENSG00000138696,94757968,95158448,400481,+,128.5657454204181,0.49108929436201376,0.4510598433966264,41.15994428025033,8.709963573595625e-8,8.375910853008311e-5,BMPR1B,,+
CQTL_AM7180_R_CTL_18_1_39,33.661701019366646,39,4.6230796100526925,3,ENSG00000144681,36380344,36548007,167664,+,104.13004021781393,1.5155324713799418,0.8855987208959031,45.43296697364349,1.1846265474574079e-8,1.6138562331528087e-5,STAC,,+
CQTL_AM7180_R_CTL_18_1_39,882.5097520358523,39,9.596399335329012,5,ENSG00000145824,135570679,135579279,8601,-,1606.1129229765017,0.7113037232705727,1.1560230192530532,28.96998402418444,2.350410004596391e-5,0.006404083792523633,CXCL14,,+
CQTL_AM7180_R_CTL_18_1_39,5.639896563166994,39,2.028649462536124,5,ENSG00000145864,161288429,161549044,260616,-,20.248572959865086,1.568073740011849,1.3097249716267705,29.490423640344034,1.8576602043976358e-5,0.005236039486464233,GABRB2,,+
CQTL_AM7180_R_CTL_18_1_39,17.29337881373642,39,2.9047351909703782,6,ENSG00000146038,24171755,24358059,186305,-,13.342971527464686,-1.4350680867099075,1.130961258116864,31.09292279277463,8.979716832763522e-6,0.0032622313507115123,DCDC2,,+
CQTL_AM7180_R_CTL_18_1_39,10.411302784842462,39,4.029226809344973,9,ENSG00000147889,21967753,21995301,27549,-,34.19708808490248,0.7571094039818674,0.5438656336414072,42.427810717856005,4.82552360597234e-8,4.930478744402238e-5,CDKN2A,,+
CQTL_AM7180_R_CTL_18_1_39,464.4187258031971,39,8.72247334589121,3,ENSG00000152977,147393422,147510293,116872,+,1096.4515026506788,1.1394431629213206,0.7195439373477028,58.85747331326138,2.0927905880411712e-11,8.553235133324267e-8,ZIC1,,+
CQTL_AM7180_R_CTL_18_1_39,246.14097997353085,39,7.530633898653919,3,ENSG00000163347,190305707,190322446,16740,-,372.1101343389443,0.631176566044005,0.9514925111649528,31.75099423259462,6.655322097684888e-6,0.0026099240922316798,CLDN1,,+
CQTL_AM7180_R_CTL_18_1_39,49.644260463556705,39,5.94565631687129,5,ENSG00000164265,147870682,147882191,11510,+,108.37326904085644,1.7569921940229962,0.7661690486116735,29.66836901830675,1.7139161613394657e-5,0.005064917544329951,SCGB3A2,,+
CQTL_AM7180_R_CTL_18_1_39,137.5564991527679,39,6.7061163306874665,8,ENSG00000170873,124550790,124728429,177640,-,146.21561646138366,-0.8319663435632921,0.5196614121562717,29.623361088195907,1.7491949432296175e-5,0.005064917544329951,MTSS1,,+
CQTL_AM7180_R_CTL_18_1_39,163.22378379176763,39,7.285594583134005,3,ENSG00000174963,147386046,147406860,20815,-,320.91092055641025,0.87615737959334306,0.6486716503941485,63.014830417169605,2.8906364862911784e-12,1.575204175929606e-8,ZIC4,,+
CQTL_AM7180_R_CTL_18_1_39,3126.913697937672,39,11.357331974657717,2,ENSG00000178385,207821288,208025527,204240,-,2708.7153957183978,0.6698993233453129,0.12420823661601081,33.689908715127785,2.7445340342419555e-6,0.001319636540934926,PLEKHM3,,+
CQTL_AM7180_R_CTL_18_1_39,586.6977092479895,39,8.331811478665259,13,ENSG00000179399,91398621,92873682,1475062,+,545.809501655829,0.6918689266897351,0.4854120220213999,43.366578933393384,3.1138806275831385e-8,3.636122892837796e-5,GPC5,,+
CQTL_AM7180_R_CTL_18_1_39,2.66016641134395,39,2.2647473212348777,12,ENSG00000180318,85280220,85301784,21565,+,13.82183418320647,1.8327467993794844,0.7973565512456882,45.87143248181485,9.646258793850148e-9,1.4446859773928144e-5,ALX1,,+
CQTL_AM7180_R_CTL_18_1_39,29.144999085506793,39,5.758011229026092,19,ENSG00000180448,1065923,1086628,20706,+,75.95106643291382,0.18098926142077051,0.5832932852134634,28.210188675179438,3.311184076877952e-5,0.008079289147582202,AC004151.1,,+
CQTL_AM7180_R_CTL_18_1_39,1142.2835323643994,39,9.91581106940649,8,ENSG00000181690,56160909,56211324,50416,-,1387.5634291875574,0.6926173392511349,0.36194490955884495,28.78499755987832,2.5551598983219036e-5,0.006737379680284916,PLAG1,,+
CQTL_AM7180_R_CTL_18_1_39,5823.290754269678,39,12.28300502150228,9,ENSG00000182752,116153791,116402321,248531,+,8660.526570949361,0.7411304523654235,0.4849624416897083,29.441784325287472,1.898992137332481e-5,0.005261817535781594,PAPPA,,+
CQTL_AM7180_R_CTL_18_1_39,6.0727720453074125,39,3.329225464219914,21,ENSG00000185272,14216130,14228372,12243,+,25.65586611765552,0.038514957100631186,0.7953611477744732,35.89648012584564,9.961885083018551e-7,5.816317762042403e-4,RBM11,,+
CQTL_AM7180_R_CTL_18_1_39,24.118100445705686,39,3.7949640031790075,8,ENSG00000188676,39934614,40016391,81778,+,23.86210203161872,4.940944225156784,0.6312418007381417,293.3517219054361,2.6904100613520822e-61,4.3982823682983837e-57,IDO2,,+
CQTL_AM7180_R_CTL_18_1_39,343.6749667612395,39,8.12303001031994,14,ENSG00000198807,36657568,36679715,22148,+,443.65703137174,-0.029176734336174202,0.4274986383936728,37.68641698111105,4.3620152073587423e-7,3.2413738459045785e-4,PAX9,,+
CQTL_AM7180_R_CTL_18_1_39,50.157167452636166,39,5.267390086406936,7,ENSG00000228903,44026951,44041892,14942,-,44.12957149870795,2.5178578318951286,0.5720858490849207,46.26139617295178,8.034522511249723e-9,1.4446859773928144e-5,RASA4CP,,+
CQTL_AM7180_R_CTL_18_1_39,1715.7918710864817,39,10.02058839262336,13,ENSG00000280165,61409685,61415522,5838,-,1696.0528889084173,0.9507460215765351,0.4369421214605701,38.28112565080528,3.3130313906209716e-7,2.57911605589865e-4,PCDH20,,+
CQTL_AM7180_R_FNF_18_1_39,152.79318128885086,39,7.500301925621162,12,ENSG00000072041,84859491,84913615,54125,-,294.4995652220275,0.9344994856968651,0.6588039388896375,32.61610903938458,4.485097051840629e-6,0.003319760644096897,SLC6A15,,+
CQTL_AM7180_R_FNF_18_1_39,166.49127574909,39,7.541076195020919,X,ENSG00000077274,111245099,111270483,25385,-,92.77986003047664,-0.9879442128186272,0.7099945435239078,32.504405570536164,4.719824230917307e-6,0.003319760644096897,CAPN6,,+
CQTL_AM7180_R_FNF_18_1_39,14.031467750614796,39,3.7494357443424238,10,ENSG00000077327,22345445,22454224,108780,+,30.03030241189318,0.8782956238743508,0.6914174913787255,30.525616253956628,1.1620040533823201e-5,0.00605520312217527,SPAG6,,+
CQTL_AM7180_R_FNF_18_1_39,831.7938422119834,39,10.046780411665024,8,ENSG00000091656,76681239,76867285,186047,+,1484.0158452074186,0.29189508405008413,0.28657135592242383,31.546208967192342,7.306001554426637e-6,0.004230174900013023,ZFHX4,,+
CQTL_AM7180_R_FNF_18_1_39,50.98696623666701,39,5.179667067432954,7,ENSG00000106236,98617285,98629869,12585,+,87.16989128075541,0.31499606845900363,0.7630236712022687,30.590356100493864,1.1283466596608974e-5,0.00605520312217527,NPTX2,,+
CQTL_AM7180_R_FNF_18_1_39,204.43070879582012,39,8.191256592067647,4,ENSG00000109265,56049073,56328625,279553,+,156.59775264258167,-0.11953565519690382,0.6457306642987105,31.613040884205702,7.086987903042355e-6,0.004230174900013023,KIAA1211,,+
CQTL_AM7180_R_FNF_18_1_39,107.57853456355808,39,5.600504150160358,6,ENSG00000112319,133240598,133532128,291531,+,89.63766344279041,1.0580339705052235,0.6789851888592332,39.68625303809995,1.7274954356589132e-7,2.0773797035119837e-4,EYA4,,+
CQTL_AM7180_R_FNF_18_1_39,1717.4847656385994,39,10.697663782728085,2,ENSG00000115919,142877657,143055833,178177,+,2960.4138640411593,0.5656201921217527,0.5059639681684899,31.652568540219818,6.960535844167656e-6,0.004230174900013023,KYNU,,+
CQTL_AM7180_R_FNF_18_1_39,195.37842303235402,39,7.896149732020225,14,ENSG00000119630,74941834,74955626,13793,-,164.7944124522012,-0.5491640526026984,0.590395779342733,29.76291092973065,1.642094739949503e-5,0.008280924861171154,PGF,,+
CQTL_AM7180_R_FNF_18_1_39,249.40220091025424,39,7.366992257041376,2,ENSG00000144278,153871922,154453979,582058,+,429.48777191660395,0.7688714009287432,0.6257247410575194,33.68109827389162,2.7556318415606982e-6,0.0022673048725851785,GALNT13,,+
CQTL_AM7180_R_FNF_18_1_39,14.48476023539686,39,4.390325089108291,7,ENSG00000160862,99966720,99976042,9323,-,117.42259016852988,-0.194370774847071,1.43229164960429,38.49363944361039,3.002634577349836e-7,3.129345756513999e-4,AZGP1,,+
CQTL_AM7180_R_FNF_18_1_39,48.495565818991594,39,5.587136272910273,8,ENSG00000164683,79764010,79767857,3848,-,121.60571070297394,1.9121128116195163,1.353432708950154,61.499448235828595,5.952482792860548e-12,3.101838783359632e-8,HEY1,,+
CQTL_AM7180_R_FNF_18_1_39,100.26151805480396,39,6.411583504208448,19,ENSG00000176490,2714567,2721372,6806,-,58.85199531697343,-0.32550729793924704,0.7564374050935829,30.579222552920328,1.1340651113376572e-5,0.00605520312217527,DIRAS1,,+
CQTL_AM7180_R_FNF_18_1_39,1115.6674384746798,39,10.12279148386847,4,ENSG00000178163,10439880,10457426,17547,-,894.3464786857045,-0.4325794116431713,0.27311243519893114,40.438266650619425,1.218297965862906e-7,1.7314229182122557e-4,ZNF518B,,+
CQTL_AM7180_R_FNF_18_1_39,125.1161046511382,39,7.213313099838719,3,ENSG00000185909,49171598,49176486,4889,+,106.3437533213732,-0.20639309406661455,0.5426899150419042,40.49701092838245,1.1854889358008014e-07,1.7314229182122557e-4,KLHDC8B,,+
CQTL_AM7180_R_FNF_18_1_39,5036.192048788201,39,12.565222485468276,11,ENSG00000205213,27365961,27472790,106830,-,4565.442743568574,0.04426208542251702,0.2393022450731705,32.42942762549319,4.8841869643848675e-6,0.003319760644096897,LGR4,,+
