seqnames,start,end,width,strand,gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,tx_ids
3,187721377,187745725,24349,-,ENSG00000113916,35747.02531720104,-0.5123012368720128,0.13873848998426824,-3.6925674838330975,2.2200140505609694e-4,0.04468385158418618,BCL6,
2,27491883,27495200,3318,-,ENSG00000115226,1577.3530238884982,-0.34460458950501477,0.08075486511301748,-4.26729199563068,1.9786010966861916e-5,0.022594947884830945,FNDC4,
1,117060326,117107453,47128,+,ENSG00000116830,1143.6253068430226,0.3809523684929293,0.09785467301981467,3.893042168929326,9.899493631525993e-5,0.035363691113710356,TTF2,
3,158696892,158732489,35598,-,ENSG00000118849,883.4900046799329,-1.2154014645983628,0.33566777090631006,-3.620846473633001,2.936407303634318e-4,0.04632782879291681,RARRES1,
1,31365625,31376850,11226,-,ENSG00000121769,1472.352054017347,1.2649900073754807,0.3255750856052004,3.8854017500265234,1.0216080344304728e-4,0.035683633522618156,FABP3,
7,19020991,19117636,96646,-,ENSG00000122691,193.3738739616833,-0.38207943966384295,0.10664123050326489,-3.58284912749713,3.3986692363611765e-4,0.04789576099847911,TWIST1,
20,45833799,45843276,9478,+,ENSG00000124104,1240.2805625131975,-0.305229536602503,0.06974357062291689,-4.376454114355428,1.2062557053064147e-5,0.01920596634662338,SNX21,
X,123184153,123490915,306763,+,ENSG00000125675,886.4882447707373,0.5413759102763618,0.14970121128723785,3.6163762846086906,2.98756002157461e-4,0.04632782879291681,GRIA3,
22,21642302,21644299,1998,+,ENSG00000128228,116.18058695545214,0.5148224870757521,0.13500721051321635,3.8132962315027923,1.371255886556374e-4,0.03713608973447662,SDF2L1,
20,35701347,35742312,40966,-,ENSG00000131051,14246.100976114458,-0.14722295395231633,0.04115665900115813,-3.577135693841756,3.4737986727488346e-4,0.04789576099847911,RBM39,
5,132692628,132737638,45011,-,ENSG00000131437,1333.2753528043918,0.24351012944273284,0.06626560841610084,3.674758826836126,2.3807419187902253e-4,0.045084941541620197,KIF3A,
5,71587288,71658706,71419,+,ENSG00000131844,3796.630532042316,0.19278337423383868,0.0463532427846481,4.159005123535549,3.1963673070660627e-05,0.023924048253554462,MCCC2,
1,161706972,161714352,7381,+,ENSG00000132185,371.3179081433918,1.0248490291213708,0.26522641991187945,3.8640533226737865,1.115208602163544e-4,0.03576450331894269,FCRLA,
17,28879335,28897733,18399,-,ENSG00000132589,4872.430034934922,-0.38287757445523546,0.10726490016618022,-3.569458171890918,3.577203254267611e-4,0.04847110409532613,FLOT2,
5,53480626,53487134,6509,+,ENSG00000134363,4508.732963551017,-0.41333718927234997,0.11531472584549489,-3.5844267611247,3.378193393182192e-4,0.04789576099847911,FST,
11,125591712,125625215,33504,+,ENSG00000134910,32349.12385534508,0.21793626877864108,0.05676939639487243,3.838974564089705,1.2354922767071822e-4,0.036270813071938926,STT3A,
9,33921693,34048949,127257,-,ENSG00000137073,1698.4013275140053,0.1949352366049558,0.044518566396217145,4.37874020627762,1.1936732501707626e-5,0.01920596634662338,UBAP2,
15,51829628,51947295,117668,+,ENSG00000138594,12882.44603783485,-0.2613867703069217,0.07039390381020662,-3.713201799571492,2.046535722881136e-4,0.04468385158418618,TMOD3,
14,81260656,81436465,175810,-,ENSG00000140022,604.2529959822533,0.7433913700822209,0.19260078677412357,3.8597525094954466,1.1350191951229082e-4,0.03576450331894269,STON2,
17,17476994,17493221,16228,+,ENSG00000141026,703.9964856969785,-0.1784526905138421,0.044685607750142776,-3.9935160222425736,6.510067746381498e-5,0.033134479264662856,MED9,
1,27354067,27366961,12895,-,ENSG00000142733,641.7237282414936,-0.5753364949069344,0.13594952064357863,-4.231986197401201,2.316366270947428e-5,0.022594947884830945,MAP3K6,
1,109399042,109426448,27407,-,ENSG00000143106,3201.116826649916,0.24838126293856602,0.06872134687168947,3.614324722161251,3.01131454986963e-4,0.04632782879291681,PSMA5,
1,163111121,163321791,210671,-,ENSG00000143248,2899.683888247886,-1.058029266618326,0.28994743937049305,-3.64903814607027,2.63224019952329e-4,0.04632782879291681,RGS5,
4,83090048,83137075,47028,-,ENSG00000145287,24.13612188148471,1.24796956061047,0.31537581160726164,3.9570871153700584,7.586926767676862e-5,0.03407180426695569,PLAC8,
5,103120149,103212799,92651,+,ENSG00000145725,5717.269894818354,0.1516646898341103,0.04191153535831659,3.6186860857631444,2.9610254834789917e-4,0.04632782879291681,PPIP5K2,
6,132769370,132813339,43970,-,ENSG00000146409,1681.293242005625,-0.637775532192922,0.12113271455773421,-5.265097331645662,1.4011510473852897e-7,0.0022023292162801984,SLC18B1,
X,44873177,45112602,239426,+,ENSG00000147050,3565.0496446103325,-0.26024530570566773,0.0653845149473754,-3.980228436582051,6.884907567507592e-5,0.03373329100909372,KDM6A,
8,25419258,25424654,5397,-,ENSG00000147437,178.1115113560304,-0.43339063750798723,0.11513286652527946,-3.764265153711157,1.670395680365191e-4,0.039780726218151624,GNRH1,
11,119044188,119057227,13040,-,ENSG00000149428,17162.937749072407,0.40068552632910115,0.10183442841443191,3.93467644064781,8.330884988481448e-5,0.035363691113710356,HYOU1,
20,38210503,38260772,50270,-,ENSG00000149633,4205.076199509503,-0.703898969872367,0.1623295711138732,-4.336233780711379,1.449447852202005e-5,0.01920596634662338,KIAA1755,
11,134253495,134265855,12361,+,ENSG00000151498,1607.7189122581724,-0.2341649487067962,0.06007159078173001,-3.898098013712239,9.695117720624584e-5,0.035363691113710356,ACAD8,
21,17788974,17819386,30413,-,ENSG00000154642,1886.7050266963693,0.2615991030166336,0.07175781733952828,3.6455833345495297,2.667859413928599e-4,0.04632782879291681,C21orf91,
7,149003062,149028662,25601,-,ENSG00000155660,21431.666790846768,0.25244459971023914,0.06773783280311779,3.726788845518243,1.9393479691990975e-4,0.044177784608509296,PDIA4,
8,133036728,133102912,66185,-,ENSG00000155926,15.82339025823081,-1.205834395637398,0.3218114265298977,-3.7470216910566125,1.7894661744794673e-4,0.041980342284281,SLA,
11,75434640,75525941,91302,-,ENSG00000158555,606.1650635152142,-0.5569387971686828,0.1378551689485021,-4.040028396590161,5.344473014789411e-5,0.030001581016592845,GDPD5,
1,153633982,153646306,12325,+,ENSG00000160679,4509.60711020966,-0.12219096698912443,0.02730160014723746,-4.475597266466026,7.61979990391565e-6,0.01920596634662338,CHTOP,
7,102433106,102456825,23720,+,ENSG00000160991,1532.4128619664218,0.4127705263185011,0.11056435951552282,3.7333054532871386,1.8898317656957042e-4,0.043682905431183944,ORAI2,
3,196214222,196287957,73736,-,ENSG00000161217,5831.438127743636,0.20286782398864442,0.05380729514247331,3.7702661591050455,1.6307353849345655e-4,0.03943369043138692,PCYT1A,
1,20482391,20486210,3820,-,ENSG00000162545,557.6376422992806,-0.2793860982890611,0.07840796730951628,-3.563236082708043,3.663109603330374e-4,0.048879282665661786,CAMK2N1,
1,3487951,3611508,123558,-,ENSG00000162591,1813.9799204143003,-0.5341479295427685,0.12163628167840791,-4.391353650179747,1.1264714598789775e-5,0.01920596634662338,MEGF6,
2,14632700,14650814,18115,+,ENSG00000162981,299.35587023520236,-0.6972752591924465,0.17775274457834617,-3.92272569881539,8.755281130229037e-5,0.035363691113710356,LRATD1,
4,155342658,155376970,34313,-,ENSG00000164114,1259.7247684190256,0.29796412031872166,0.08306326938190187,3.587194707551966,3.3425473133999543e-4,0.04789576099847911,MAP9,
Y,14522573,14845650,323078,+,ENSG00000165246,3324.9519350457717,-1.0927173814588396,0.2479867846558021,-4.406353277959941,1.051254584436022e-5,0.01920596634662338,NLGN4Y,
10,59650761,59736002,85242,-,ENSG00000165449,120.72998381249076,0.7715462658453064,0.1868732161857461,4.128715080701633,3.647961055851623e-5,0.02606302357994355,SLC16A9,
14,95181940,95319908,137969,-,ENSG00000165959,1002.2330960837143,-0.7871262375946355,0.21609807315497678,-3.6424491255419036,2.70056362127835e-4,0.04632782879291681,CLMN,
11,108008898,108107761,98864,+,ENSG00000166266,4261.518325356362,0.139170994587537,0.03400129158327521,4.093109058715681,4.256274062629027e-5,0.027376764059288898,CUL5,
10,102743948,102834516,90569,+,ENSG00000166272,6766.384070030913,-0.3870108831222181,0.10495247377603852,-3.687487004337536,2.2647965624103544e-4,0.04468385158418618,WBP1L,
18,59139866,59158832,18967,+,ENSG00000166562,2151.1852977312906,0.4492825035004831,0.10557349965812529,4.255637114951932,2.0845456833170137e-5,0.022594947884830945,SEC11C,
15,64155812,64163205,7394,-,ENSG00000166794,29275.458672808025,0.24114682010600452,0.06644490731354175,3.6292746856892344,2.8421868293291024e-4,0.04632782879291681,PPIB,
15,32641676,32697098,55423,+,ENSG00000166922,65.3772230123258,1.369725610364388,0.3582320936574081,3.8235703461965977,1.3153304142387827e-4,0.036270813071938926,SCG5,
15,32718004,32745106,27103,+,ENSG00000166923,3337.5699455715726,1.5134283394468964,0.36317294010187057,4.167238723849793,3.08311574598543e-5,0.023924048253554462,GREM1,
19,1248553,1259140,10588,+,ENSG00000167470,1926.2649398532653,-0.38268464958117737,0.10331090804582183,-3.7042037169148103,2.120557955493742e-4,0.04468385158418618,MIDN,
17,28897781,28903079,5299,-,ENSG00000167536,783.1892188388765,-0.5884354829575656,0.1450996635019305,-4.05538833623647,5.005107879253855e-5,0.02913714283189337,DHRS13,
10,102642310,102660680,18371,+,ENSG00000171206,3953.7871246311342,-0.27414373734768915,0.06706347275432563,-4.0878249528169075,4.3543650685979286e-5,0.027376764059288898,TRIM8,
18,63123346,63320128,196783,-,ENSG00000171791,9223.949817313234,0.6254402910484718,0.16035776664816856,3.900280629504607,9.60812518556888e-5,0.035363691113710356,BCL2,
11,67006778,67050863,44086,+,ENSG00000173227,658.3431464822551,-1.05362277610988,0.24312357781545907,-4.333692295815191,1.4662908522679768e-5,0.01920596634662338,SYT12,
11,66848417,66958439,110023,-,ENSG00000173599,2431.346202590466,-0.6312296286367376,0.1646952879117653,-3.8327121354857208,1.2673822738759507e-4,0.036270813071938926,PC,
8,19901717,19967259,65543,+,ENSG00000175445,732.8156679163383,0.7416851658884708,0.1747932891339531,4.243213052190346,2.203420643161614e-5,0.022594947884830945,LPL,
17,43527844,43579620,51777,-,ENSG00000175832,157.6427323061399,-0.6003590533335856,0.16713505550188149,-3.5920594367877974,3.280749959954938e-4,0.04789576099847911,ETV4,
16,86566829,86569728,2900,+,ENSG00000176692,902.0480151755557,-0.372410256162641,0.10072592485612449,-3.6972632089959627,2.1793634548700764e-4,0.04468385158418618,FOXC2,
11,118133377,118152888,19512,-,ENSG00000177098,82.44440531561088,-1.2763720478441822,0.32700352894124757,-3.9032363105583086,9.49149491974827e-5,0.035363691113710356,SCN4B,
17,212389,386254,173866,-,ENSG00000181031,650.3370255525125,-0.4633119389960574,0.12245214550570563,-3.7836163432062486,1.545660225525004e-4,0.039127587704026,RPH3AL,
21,37073226,37203112,129887,+,ENSG00000182670,23627.20990310736,0.24692736985455613,0.06746610131093637,3.660021330068005,2.521942541524664e-4,0.04609289868335426,TTC3,
5,149551947,149634968,83022,+,ENSG00000183111,434.80176792501084,0.7795446820256593,0.2020151000965769,3.858843629278129,1.1392479886566108e-4,0.03576450331894269,ARHGEF37,
16,9753404,10182754,429351,-,ENSG00000183454,887.1533297014072,1.4700968025396999,0.3844246253256975,3.824148365350384,1.312248808669856e-4,0.036270813071938926,GRIN2A,
22,49918167,49927540,9374,+,ENSG00000184164,1030.0890475723195,0.3273913051044106,0.09063436018260176,3.612220624107819,3.0358610291833765e-4,0.04632782879291681,CRELD2,
13,113759240,113816995,57756,+,ENSG00000184497,550.8468581008567,-0.5300440255121363,0.1393349533134871,-3.8040994948309925,1.4232097260229894e-4,0.03713608973447662,TMEM255B,
1,155185824,155192916,7093,-,ENSG00000185499,1812.0265405748207,-0.6271723027818733,0.17637579927403238,-3.555886382164286,3.7670686222681873e-4,0.04975696185278266,MUC1,
22,45920366,45977162,56797,-,ENSG00000188064,147.46672657851624,1.1399544173102687,0.2785725967253666,4.092126902324508,4.2743461579310256e-5,0.027376764059288898,WNT7B,
19,20619939,20661596,41658,-,ENSG00000188171,880.7483063034726,0.18844246126420827,0.052792156355008384,3.5695162742927202,3.576410005794836e-4,0.04847110409532613,ZNF626,
1,161364731,161367874,3144,-,ENSG00000188931,61.21501361467644,-1.65195026490336,0.4376694831197499,-3.774424145654617,1.6037769689384288e-4,0.03938775999652223,CFAP126,
7,103471784,103989658,517875,-,ENSG00000189056,1160.0115199931868,1.8558546546796544,0.4415550349849259,4.202997378895274,2.6340363993676727e-5,0.0230009911807006,RELN,
10,61406643,61453450,46808,-,ENSG00000196932,616.0336487657435,0.7355853787920132,0.16857155479504,4.363638810156226,1.2791671052224027e-5,0.01920596634662338,TMEM26,
5,95461755,95555007,93253,-,ENSG00000198677,6918.454576577852,0.15436342493245658,0.03866227930324916,3.9926105680862936,6.534984458611455e-5,0.033134479264662856,TTC37,
Y,20575776,20593154,17379,+,ENSG00000198692,1587.2441064632633,-0.7873457344241018,0.18657792595627767,-4.219929717777048,2.4437849220137807e-5,0.022594947884830945,EIF1AY,
4,169986597,170033031,46435,-,ENSG00000198948,2019.3661699081756,0.5179820519349425,0.13059280830045075,3.9663903294217975,7.296932779674172e-5,0.03373329100909372,MFAP3L,
1,120419850,120467739,47890,+,ENSG00000270231,3052.7588433871133,-0.2642305619078201,0.07120894720252731,-3.710637107950982,2.0673828833689747e-4,0.04468385158418618,NBPF8,
2,65203502,65227605,24104,-,ENSG00000273763,15.854900499698703,0.8305559113168804,0.2281212778102165,3.640852441690486,2.717368495767764e-4,0.04632782879291681,AC007318.2,
12,21536203,21657798,121596,-,ENSG00000285854,20.14695058908815,-0.8661418448885151,0.18612793547111683,-4.653475807896243,3.263859126395157e-6,0.017100445916226358,AC010197.2,
